,Ticker,Name,Exchange,output
347,BMO,Bank Of Montreal,NYSE,Bank Of Montreal (BMO)
348,BMR,Biomed Realty Trust,NYSE,Biomed Realty Trust (BMR)
349,BMS,Bemis Company,NYSE,Bemis Company (BMS)
350,BMY,Bristol-Myers Squibb Company,NYSE,Bristol-Myers Squibb Company (BMY)
351,BNA,Blackrock Income Opportunity Trust Inc.,NYSE,Blackrock Income Opportunity Trust Inc. (BNA)
352,BNJ,Blackrock New Jersey Muni Income Trust,NYSE,Blackrock New Jersey Muni Income Trust (BNJ)
353,BNNY,Annie's Inc.,NYSE,Annie's Inc. (BNNY)
354,BNS,Bank Of Nova Scotia,NYSE,Bank Of Nova Scotia (BNS)
355,BNY,Blackrock New York Muni Trust Inc.,NYSE,Blackrock New York Muni Trust Inc. (BNY)
356,BOE,Blackrock Global,NYSE,Blackrock Global (BOE)
357,BOH,Bank Of Hawaii Corp.,NYSE,Bank Of Hawaii Corp. (BOH)
358,BOI,Brookfield Mortgage Opportunit,NYSE,Brookfield Mortgage Opportunit (BOI)
359,BORN,China New Borun Corp.,NYSE,China New Borun Corp. (BORN)
360,BOXC,Brookfield Office Properties C,NYSE,Brookfield Office Properties C (BOXC)
361,BP,Bp P.L.C.,NYSE,Bp P.L.C. (BP)
362,BPI,Bridgepoint Education,NYSE,Bridgepoint Education (BPI)
363,BPK,Blackrock Muni 2018 Trust,NYSE,Blackrock Muni 2018 Trust (BPK)
364,BPL,Buckeye Partners L.P.,NYSE,Buckeye Partners L.P. (BPL)
365,BPO,Brookfield Properties Corp.,NYSE,Brookfield Properties Corp. (BPO)
366,BPT,Bp Prudhoe Bay Royalty Trust,NYSE,Bp Prudhoe Bay Royalty Trust (BPT)
367,BPY,Brookfield Property Partners L.,NYSE,Brookfield Property Partners L. (BPY)
368,BPZ,Bpz Resources Inc,NYSE,Bpz Resources Inc (BPZ)
369,BQH,Blackrock New York Muni Trust   ,NYSE,Blackrock New York Muni Trust    (BQH)
370,BQR,Blackrock Ecosolutions Investment Trust,NYSE,Blackrock Ecosolutions Investment Trust (BQR)
371,BR,Broadridge Financial Solutions Llc,NYSE,Broadridge Financial Solutions Llc (BR)
372,BRC,Brady Corp.,NYSE,Brady Corp. (BRC)
373,BRE,Bre Properties,NYSE,Bre Properties (BRE)
374,BRE-D,Bre Pptys Pfd D,NYSE,Bre Pptys Pfd D (BRE-D)
375,BRFS,Brf-Brasil Foods S.A.,NYSE,Brf-Brasil Foods S.A. (BRFS)
376,BRK.A,Berkshire Hath Hld A,NYSE,Berkshire Hath Hld A (BRK.A)
377,BRK.B,Berkshire Hath Hld B,NYSE,Berkshire Hath Hld B (BRK.B)
378,BRO,Brown & Brown,NYSE,Brown & Brown (BRO)
379,BRP,Brookfield Residential Propert,NYSE,Brookfield Residential Propert (BRP)
380,BRS,Bristow Group Inc,NYSE,Bristow Group Inc (BRS)
381,BRSS,Global Brass And Copper Holdin,NYSE,Global Brass And Copper Holdin (BRSS)
382,BRT,Brt Realty Trust,NYSE,Brt Realty Trust (BRT)
383,BRY,Berry Petroleum Company,NYSE,Berry Petroleum Company (BRY)
384,BSAC,Banco Santander-Chile Ads,NYSE,Banco Santander-Chile Ads (BSAC)
385,BSBR,Banco Santander Brasil Sa,NYSE,Banco Santander Brasil Sa (BSBR)
386,BSD,Blackrock Strategic Muni Trust Inc.,NYSE,Blackrock Strategic Muni Trust Inc. (BSD)
387,BSE,Blackrock New York Muni Income Trust,NYSE,Blackrock New York Muni Income Trust (BSE)
388,BSI,Alon Holdings - Blue Square Israel Ltd,NYSE,Alon Holdings - Blue Square Israel Ltd (BSI)
389,BSL,Blackstone Gso Senior Floating Rate,NYSE,Blackstone Gso Senior Floating Rate (BSL)
390,BSMX,Grupo Financiero Santander Mxi,NYSE,Grupo Financiero Santander Mxi (BSMX)
391,BSP,American Strategic Income Portfolio II,NYSE,American Strategic Income Portfolio II (BSP)
392,BSX,Boston Scientific Corp.,NYSE,Boston Scientific Corp. (BSX)
393,BT,Bt Group Plc,NYSE,Bt Group Plc (BT)
394,BTA,Blackrock Long-Term Muni Advantage Trust,NYSE,Blackrock Long-Term Muni Advantage Trust (BTA)
395,BTE,Baytex Energy Corp,NYSE,Baytex Energy Corp (BTE)
396,BTF,Boulder Total Return Fund,NYSE,Boulder Total Return Fund (BTF)
397,BTH,Blyth,NYSE,Blyth (BTH)
398,BTO,John Hancock Bank And Thrift Fund,NYSE,John Hancock Bank And Thrift Fund (BTO)
399,BTT,Blackrock Municipal Target Term,NYSE,Blackrock Municipal Target Term (BTT)
400,BTU,Peabody Energy Corp.,NYSE,Peabody Energy Corp. (BTU)
401,BTZ,Blackrock Preferred,NYSE,Blackrock Preferred (BTZ)
402,BUD,Anheuser-Busch Inbev Sa,NYSE,Anheuser-Busch Inbev Sa (BUD)
403,BUI,Blackrock Utility And Infrastr,NYSE,Blackrock Utility And Infrastr (BUI)
404,BVN,Compania Mina Beunaventura S.A.,NYSE,Compania Mina Beunaventura S.A. (BVN)
405,BWA,Borgwarner Inc.,NYSE,Borgwarner Inc. (BWA)
406,BWC,Babcock & Wilcox Company,NYSE,Babcock & Wilcox Company (BWC)
407,BWG,Legg Mason Bw Global Income Op,NYSE,Legg Mason Bw Global Income Op (BWG)
408,BWP,Boardwalk Pipeline Partners L.P.,NYSE,Boardwalk Pipeline Partners L.P. (BWP)
409,BXC,Bluelinx Holdings Inc.,NYSE,Bluelinx Holdings Inc. (BXC)
410,BXMT,Blackstone Mortgage Trust Inc. CI A,NYSE,Blackstone Mortgage Trust Inc. CI A (BXMT)
411,BXP,Boston Properties,NYSE,Boston Properties (BXP)
412,BXP-B,Boston Properties Inc.,NYSE,Boston Properties Inc. (BXP-B)
413,BXS,Bancorpsouth,NYSE,Bancorpsouth (BXS)
414,BXS-A,Bancorpsouth Cp TR I,NYSE,Bancorpsouth Cp TR I (BXS-A)
415,BYD,Boyd Gaming Corp.,NYSE,Boyd Gaming Corp. (BYD)
416,BYI,Bally Technologies,NYSE,Bally Technologies (BYI)
417,BYM,Blackrock Muni Income Quality Trust,NYSE,Blackrock Muni Income Quality Trust (BYM)
418,BZ,Boise Inc,NYSE,Boise Inc (BZ)
419,BZH,Beazer Homes USA,NYSE,Beazer Homes USA (BZH)
420,BZT,Beazer Homes USA Inc. 7.50% Tangible,NYSE,Beazer Homes USA Inc. 7.50% Tangible (BZT)
421,BZU,Beazer Homes USA,NYSE,Beazer Homes USA (BZU)
422,C,Citigroup Inc.,NYSE,Citigroup Inc. (C)
423,C-C,Citigroup Inc.,NYSE,Citigroup Inc. (C-C)
424,C-E,Cg Cp Xvii 6.35 Trup,NYSE,Cg Cp Xvii 6.35 Trup (C-E)
425,C-N,Citigroup Capital XiII,NYSE,Citigroup Capital XiII (C-N)
426,C-P,Citigroup Pfd Ser Aa,NYSE,Citigroup Pfd Ser Aa (C-P)
427,C-Q,Citigrp Cap Vi Trups,NYSE,Citigrp Cap Vi Trups (C-Q)
428,C-R,Citigroup Cap X,NYSE,Citigroup Cap X (C-R)
429,C-S,Citigroup Cap Ix 6.0,NYSE,Citigroup Cap Ix 6.0 (C-S)
430,C.A,Citigroup Inc Wrnt 'A',NYSE,Citigroup Inc Wrnt 'A' (C.A)
431,C.B,Citigroup Inc Wrnt 'B',NYSE,Citigroup Inc Wrnt 'B' (C.B)
432,CAB,Cabela's Inc,NYSE,Cabela's Inc (CAB)
433,CACI,Caci International,NYSE,Caci International (CACI)
434,CAE,Cae Inc,NYSE,Cae Inc (CAE)
435,CAF,Morgan Stanley China A Share Fun Inc.,NYSE,Morgan Stanley China A Share Fun Inc. (CAF)
436,CAG,Conagra Foods,NYSE,Conagra Foods (CAG)
437,CAH,Cardinal Health,NYSE,Cardinal Health (CAH)
438,CAJ,Canon,NYSE,Canon (CAJ)
439,CALX,Calix Inc,NYSE,Calix Inc (CALX)
440,CAM,Cameron International Corp.,NYSE,Cameron International Corp. (CAM)
441,CAP,Cai International,NYSE,Cai International (CAP)
442,CAS,Castle [A.M.] & Co.,NYSE,Castle [A.M.] & Co. (CAS)
443,CAT,Caterpillar,NYSE,Caterpillar (CAT)
444,CATO,Cato Corp.,NYSE,Cato Corp. (CATO)
445,CB,Chubb Corp.,NYSE,Chubb Corp. (CB)
446,CBA,Clearbridge American Energy Ml,NYSE,Clearbridge American Energy Ml (CBA)
447,CBB,Cincinnati Bell Inc,NYSE,Cincinnati Bell Inc (CBB)
448,CBB-B,Cincinnati Bell Pr B,NYSE,Cincinnati Bell Pr B (CBB-B)
449,CBD,Companhia Brasileira De Distribuicao,NYSE,Companhia Brasileira De Distribuicao (CBD)
450,CBG,Cbre Group Inc,NYSE,Cbre Group Inc (CBG)
451,CBI,Chicago Bridge & Iron Company N.V.,NYSE,Chicago Bridge & Iron Company N.V. (CBI)
452,CBK,Christopher & Banks Corp.,NYSE,Christopher & Banks Corp. (CBK)
453,CBL,Cbl & Associated Properties,NYSE,Cbl & Associated Properties (CBL)
454,CBL-D,Cbl Pfd D,NYSE,Cbl Pfd D (CBL-D)
455,CBL-E,Cbl & Associates Properties I,NYSE,Cbl & Associates Properties I (CBL-E)
456,CBM,Cambrex Corp.,NYSE,Cambrex Corp. (CBM)
457,CBO,Cbo [Listing Market - NYSE - Ne,NYSE,Cbo [Listing Market - NYSE - Ne (CBO)
458,CBR,Ciber,NYSE,Ciber (CBR)
459,CBS,Cbs Corp.,NYSE,Cbs Corp. (CBS)
460,CBS.A,Cbs Corp.,NYSE,Cbs Corp. (CBS.A)
461,CBT,Cabot Corp.,NYSE,Cabot Corp. (CBT)
462,CBU,Communitiy Bank System,NYSE,Communitiy Bank System (CBU)
463,CBX,Cbx [Listing Market NYSE Networ,NYSE,Cbx [Listing Market NYSE Networ (CBX)
464,CBZ,Cbiz,NYSE,Cbiz (CBZ)
465,CCC,Calgon Carbon Corp.,NYSE,Calgon Carbon Corp. (CCC)
466,CCE,Coca-Cola Enterprises,NYSE,Coca-Cola Enterprises (CCE)
467,CCG,Campus Crest Communities,NYSE,Campus Crest Communities (CCG)
468,CCG-A,Campus Crest Communities Inc.,NYSE,Campus Crest Communities Inc. (CCG-A)
469,CCH,Coca Cola Hellenic Bottling Co,NYSE,Coca Cola Hellenic Bottling Co (CCH)
470,CCI,Crown Castle International Corp.,NYSE,Crown Castle International Corp. (CCI)
471,CCJ,Cameco Corp.,NYSE,Cameco Corp. (CCJ)
472,CCK,Crown Cork & Seal Company,NYSE,Crown Cork & Seal Company (CCK)
473,CCL,Carnival Corp.,NYSE,Carnival Corp. (CCL)
474,CCM,Concord Medical Services,NYSE,Concord Medical Services (CCM)
475,CCO,Clear Channel Outdoor Holdings,NYSE,Clear Channel Outdoor Holdings (CCO)
476,CCSC,Country Style Cooking,NYSE,Country Style Cooking (CCSC)
477,CCU,Compania Cervecerias Unidas S.A.,NYSE,Compania Cervecerias Unidas S.A. (CCU)
478,CCV,Comcast Corporation,NYSE,Comcast Corporation (CCV)
479,CCZ,Comcast Corp.,NYSE,Comcast Corp. (CCZ)
480,CDE,Coeur D'Alene Mines Corp.,NYSE,Coeur D'Alene Mines Corp. (CDE)
481,CDE.W,Coeur D'Alene Mines Corporatio,NYSE,Coeur D'Alene Mines Corporatio (CDE.W)
482,CDI,Cdi Corp.,NYSE,Cdi Corp. (CDI)
483,CDR,Cedar Shopping Centers Inc,NYSE,Cedar Shopping Centers Inc (CDR)
484,CDR-B,Cedar Realty Trust Inc.,NYSE,Cedar Realty Trust Inc. (CDR-B)
485,CE,Celanese Corp.,NYSE,Celanese Corp. (CE)
486,CEA,China Eastern Airlines Corp Ltd,NYSE,China Eastern Airlines Corp Ltd (CEA)
487,CEB,The Corporate Executive Board Company,NYSE,The Corporate Executive Board Company (CEB)
488,CEC,Cec Entertainment,NYSE,Cec Entertainment (CEC)
489,CEE,Central Europe And Russia Fund,NYSE,Central Europe And Russia Fund (CEE)
490,CEM,Clearbridge Energy MLP Fund Inc.,NYSE,Clearbridge Energy MLP Fund Inc. (CEM)
491,CEO,Cnoon Limited,NYSE,Cnoon Limited (CEO)
492,CF,Cf Industries Holdings,NYSE,Cf Industries Holdings (CF)
493,CFC-A,Cntrywd Cap IV New,NYSE,Cntrywd Cap IV New (CFC-A)
494,CFC-B,Countrywde Cap V New,NYSE,Countrywde Cap V New (CFC-B)
495,CFI,Culp,NYSE,Culp (CFI)
496,CFN,Carefusion Corp.,NYSE,Carefusion Corp. (CFN)
497,CFR,Cullen/Frost Bankers,NYSE,Cullen/Frost Bankers (CFR)
498,CFR-A,Cullen/Frost Bankers Inc.,NYSE,Cullen/Frost Bankers Inc. (CFR-A)
499,CFX,Colfax Corp.,NYSE,Colfax Corp. (CFX)
500,CGA,China Green Agriculture,NYSE,China Green Agriculture (CGA)
501,CGG,Compagnie Generale De Gephysgu,NYSE,Compagnie Generale De Gephysgu (CGG)
502,CGI,Celadon Group,NYSE,Celadon Group (CGI)
503,CGX,Consolidated Graphics,NYSE,Consolidated Graphics (CGX)
504,CHA,China Telecom Corp Ltd,NYSE,China Telecom Corp Ltd (CHA)
505,CHC,China Hydroelectric Corp.,NYSE,China Hydroelectric Corp. (CHC)
506,CHC.W,China Hydroelectric Corp ,NYSE,China Hydroelectric Corp  (CHC.W)
507,CHD,Church & Dwight Company,NYSE,Church & Dwight Company (CHD)
508,CHE,Chemed,NYSE,Chemed (CHE)
509,CHH,Choice Hotels International,NYSE,Choice Hotels International (CHH)
510,CHK,Chesapeake Energy Corp.,NYSE,Chesapeake Energy Corp. (CHK)
511,CHK-D,Chesapeake En Cv Pfd,NYSE,Chesapeake En Cv Pfd (CHK-D)
512,CHKR,Chesapeake Granite Wash Trust,NYSE,Chesapeake Granite Wash Trust (CHKR)
513,CHL,China Mobile [Hong Kong] Ltd,NYSE,China Mobile [Hong Kong] Ltd (CHL)
514,CHMT,Chemtura,NYSE,Chemtura (CHMT)
515,CHN,China Fund,NYSE,China Fund (CHN)
516,CHS,Chico's Fas,NYSE,Chico's Fas (CHS)
517,CHS-A,Chesapeake Lodging Trust 7.75%,NYSE,Chesapeake Lodging Trust 7.75% (CHS-A)
518,CHSP,Chesapeake Lodging Trust  ,NYSE,Chesapeake Lodging Trust   (CHSP)
519,CHT,Chunghwa Telecom Co Ltd,NYSE,Chunghwa Telecom Co Ltd (CHT)
520,CHU,China Unicom [Honk Kong] Ltd,NYSE,China Unicom [Honk Kong] Ltd (CHU)
521,CI,Cigna Corp.,NYSE,Cigna Corp. (CI)
522,CIA,Citizens,NYSE,Citizens (CIA)
523,CIB,Bancolombia S.A.,NYSE,Bancolombia S.A. (CIB)
524,CIE,Cobalt International Energy,NYSE,Cobalt International Energy (CIE)
525,CIF,Colonial Intermediate High,NYSE,Colonial Intermediate High (CIF)
526,CIG,Comp En De Mn Cemig Ads,NYSE,Comp En De Mn Cemig Ads (CIG)
527,CIG.C,Comp En De Mn Cemig Ads,NYSE,Comp En De Mn Cemig Ads (CIG.C)
528,CII,Blackrock Capital And Income Strategies,NYSE,Blackrock Capital And Income Strategies (CII)
529,CIM,Chimera Investment Corp.,NYSE,Chimera Investment Corp. (CIM)
530,CIR,Circor International,NYSE,Circor International (CIR)
531,CIS,Camelot Information Systems,NYSE,Camelot Information Systems (CIS)
532,CIT,Cit Group Inc [Del],NYSE,Cit Group Inc [Del] (CIT)
533,CJES,C&J Energy Services Inc.,NYSE,C&J Energy Services Inc. (CJES)
534,CKH,Seacor Smit Inc.,NYSE,Seacor Smit Inc. (CKH)
535,CKP,Checkpoint Systms,NYSE,Checkpoint Systms (CKP)
536,CL,Colgate-Palmolive Company,NYSE,Colgate-Palmolive Company (CL)
537,CLB,Core Laboratories N.V.,NYSE,Core Laboratories N.V. (CLB)
538,CLC,Clarcor Inc.,NYSE,Clarcor Inc. (CLC)
539,CLD,Cloud Peak Energy Inc,NYSE,Cloud Peak Energy Inc (CLD)
540,CLDT,Catham Lodging Trust [Reit],NYSE,Catham Lodging Trust [Reit] (CLDT)
541,CLF,Cliffs Natual Resources Inc.,NYSE,Cliffs Natual Resources Inc. (CLF)
542,CLGX,Corelogic,NYSE,Corelogic (CLGX)
543,CLH,Clean Harbors,NYSE,Clean Harbors (CLH)
544,CLI,Mack-Cali Realty Corp.,NYSE,Mack-Cali Realty Corp. (CLI)
545,CLN-A,Colony Financial Inc.,NYSE,Colony Financial Inc. (CLN-A)
546,CLNY,Colony Financial Inc.,NYSE,Colony Financial Inc. (CLNY)
547,CLP,Colonial Properties Trust,NYSE,Colonial Properties Trust (CLP)
548,CLR,Continental Resources,NYSE,Continental Resources (CLR)
549,CLS,Celestica,NYSE,Celestica (CLS)
550,CLV,Cliffs Natural Resources Inc. Dep. Pfd.,NYSE,Cliffs Natural Resources Inc. Dep. Pfd. (CLV)
551,CLW,Clearwater Paper Corp.,NYSE,Clearwater Paper Corp. (CLW)
552,CLX,Clorox Company,NYSE,Clorox Company (CLX)
553,CM,Canadian Imperial Bank Of Commerce,NYSE,Canadian Imperial Bank Of Commerce (CM)
554,CMA,Comerica Inc.,NYSE,Comerica Inc. (CMA)
555,CMA.W,Comerica Inc.,NYSE,Comerica Inc. (CMA.W)
556,CMC,Commercial Metals Company,NYSE,Commercial Metals Company (CMC)
557,CMG,Chipotle Mexican Grill,NYSE,Chipotle Mexican Grill (CMG)
558,CMI,Cummmins Inc.,NYSE,Cummmins Inc. (CMI)
559,CMK,Colonial Intermarket Income Trust I,NYSE,Colonial Intermarket Income Trust I (CMK)
560,CMLP,Crestwood Midstream Partners Lp,NYSE,Crestwood Midstream Partners Lp (CMLP)
561,CMN,Cantel Medical,NYSE,Cantel Medical (CMN)
562,CMO,Capstead Mortgage Corp.,NYSE,Capstead Mortgage Corp. (CMO)
563,CMO-E,Capstead Mortgage Corporation,NYSE,Capstead Mortgage Corporation (CMO-E)
564,CMP,Compass Minerals Intl Inc,NYSE,Compass Minerals Intl Inc (CMP)
565,CMRE,Costamare Inc.,NYSE,Costamare Inc. (CMRE)
566,CMS,Cms Energy Corp.,NYSE,Cms Energy Corp. (CMS)
567,CMS-B,Consumers Engry 4.50,NYSE,Consumers Engry 4.50 (CMS-B)
568,CMU,Colonial Muni Income Trust,NYSE,Colonial Muni Income Trust (CMU)
569,CAN,Can Financial Corp.,NYSE,Can Financial Corp. (CAN)
570,CNC,Centene Corp.,NYSE,Centene Corp. (CNC)
571,CNCO,Cencosud S.A.,NYSE,Cencosud S.A. (CNCO)
572,CNH,Cnh Global N.V.,NYSE,Cnh Global N.V. (CNH)
573,CNI,Canadian National Railway Company,NYSE,Canadian National Railway Company (CNI)
574,CNK,Cinemark Holdings Inc,NYSE,Cinemark Holdings Inc (CNK)
575,CNL,Cleco Power Llc,NYSE,Cleco Power Llc (CNL)
576,CNO,Cno Financial Group,NYSE,Cno Financial Group (CNO)
577,CNP,Centerpoint Energy Inc,NYSE,Centerpoint Energy Inc (CNP)
578,CNQ,Canadian Natural Resources,NYSE,Canadian Natural Resources (CNQ)
579,CNS,Cohn & Steers Inc,NYSE,Cohn & Steers Inc (CNS)
580,CNW,Con-Way Inc,NYSE,Con-Way Inc (CNW)
581,CNX,Consol Energy Inc.,NYSE,Consol Energy Inc. (CNX)
582,CO,China Cord Blood Corporation.,NYSE,China Cord Blood Corporation. (CO)
583,CODE,Spansion Inc,NYSE,Spansion Inc (CODE)
584,CODI,Compass Diversified Holdings,NYSE,Compass Diversified Holdings (CODI)
585,COF,Capital One Financial Corp.,NYSE,Capital One Financial Corp. (COF)
586,COF-P,Capital One Financial Corp Pfd,NYSE,Capital One Financial Corp Pfd (COF-P)
587,COF.W,Capital One Financial Corp,NYSE,Capital One Financial Corp (COF.W)
588,COG,Cabot Oil & Gas Corp.,NYSE,Cabot Oil & Gas Corp. (COG)
589,COH,Coach,NYSE,Coach (COH)
590,COL,Rockwell Collins,NYSE,Rockwell Collins (COL)
591,COLE,Cole Real Estate Investments,NYSE,Cole Real Estate Investments (COLE)
592,COO,Cooper Companies,NYSE,Cooper Companies (COO)
593,COP,Conocophillips,NYSE,Conocophillips (COP)
594,COR,Coresite Realty Corp.,NYSE,Coresite Realty Corp. (COR)
595,COR-A,Coresite Realty Corporation,NYSE,Coresite Realty Corporation (COR-A)
596,CORR,Corenergy Infrastructure Trust Inc,NYSE,Corenergy Infrastructure Trust Inc (CORR)
597,COT,Cott Corp,NYSE,Cott Corp (COT)
598,COTY,Coty Inc,NYSE,Coty Inc (COTY)
599,COV,Covidien Plc.,NYSE,Covidien Plc. (COV)
600,COY,Blackrock Corporate High Yield Fund,NYSE,Blackrock Corporate High Yield Fund (COY)
601,CP,Canadian Pacific Railway,NYSE,Canadian Pacific Railway (CP)
602,CPA,Copa Holdings S.A.,NYSE,Copa Holdings S.A. (CPA)
603,CPAC,Cementos Pacasmayo S.A.A.,NYSE,Cementos Pacasmayo S.A.A. (CPAC)
604,CFB,Campbell Soup Company,NYSE,Campbell Soup Company (CFB)
605,CPE,Callon Petroleum Company,NYSE,Callon Petroleum Company (CPE)
606,CPE-A,Callon Petroleum Company Prefer,NYSE,Callon Petroleum Company Prefer (CPE-A)
607,CPF,Cpb Inc.,NYSE,Cpb Inc. (CPF)
608,CPK,Chesapeake Utilities Corp.,NYSE,Chesapeake Utilities Corp. (CPK)
609,CPL,Cpfl Energia S.A.,NYSE,Cpfl Energia S.A. (CPL)
610,CPN,Calpine Corp.,NYSE,Calpine Corp. (CPN)
611,CPT,Camden Property Trust,NYSE,Camden Property Trust (CPT)
612,CQB,Chiquita Brands International,NYSE,Chiquita Brands International (CQB)
613,CR,Crane Company,NYSE,Crane Company (CR)
614,CRD.A,Crawford So Cl A,NYSE,Crawford So Cl A (CRD.A)
615,CRD.B,Crawford Co Cl B,NYSE,Crawford Co Cl B (CRD.B)
616,CRH,Crh Plc,NYSE,Crh Plc (CRH)
617,CRI,Carter's,NYSE,Carter's (CRI)
618,CRK,Comstock Resources,NYSE,Comstock Resources (CRK)
619,CRL,Charles River Laboratories Intl,NYSE,Charles River Laboratories Intl (CRL)
620,CRM,Salesforce.Com Inc,NYSE,Salesforce.Com Inc (CRM)
621,CRR,Carbo Ceramics,NYSE,Carbo Ceramics (CRR)
622,CRS,Carpenter Technology Corp.,NYSE,Carpenter Technology Corp. (CRS)
623,CRT,Cross Timbers Royalty Trust,NYSE,Cross Timbers Royalty Trust (CRT)
624,CRY,Cryolife,NYSE,Cryolife (CRY)
625,CS,Credit Suisse Group,NYSE,Credit Suisse Group (CS)
626,CSC,Computer Sciences Corp.,NYSE,Computer Sciences Corp. (CSC)
627,CSE,Capitalsource Inc,NYSE,Capitalsource Inc (CSE)
628,CSFS,The Cash Store Financial Services,NYSE,The Cash Store Financial Services (CSFS)
629,CSG,Chambers Street Properties,NYSE,Chambers Street Properties (CSG)
630,CSH,Cash America International,NYSE,Cash America International (CSH)
631,CSI,Cutwater Select Income Fund,NYSE,Cutwater Select Income Fund (CSI)
632,CSL,Carlisle Companies Inc.,NYSE,Carlisle Companies Inc. (CSL)
633,CSP,American Strategic Income Portfolio III,NYSE,American Strategic Income Portfolio III (CSP)
634,CSS,Css Industries,NYSE,Css Industries (CSS)
635,CST,Cst Brands Inc. Commmon Stock,NYSE,Cst Brands Inc. Commmon Stock (CST)
636,CSTM,Constellium N.V.,NYSE,Constellium N.V. (CSTM)
637,CSU,Capital Senior Living Corp.,NYSE,Capital Senior Living Corp. (CSU)
638,CSV,Carriage Services,NYSE,Carriage Services (CSV)
639,CSX,Csx Corp.,NYSE,Csx Corp. (CSX)
640,CTB,Cooper Tire & Rubber Company,NYSE,Cooper Tire & Rubber Company (CTB)
641,CTC,Ifm Investments Limited,NYSE,Ifm Investments Limited (CTC)
642,CTL,Centurylink,NYSE,Centurylink (CTL)
643,CTQ,Qwest Corporation,NYSE,Qwest Corporation (CTQ)
644,CTR,Clearbridge Energy MLP Fund In  ,NYSE,Clearbridge Energy MLP Fund In   (CTR)
645,CTS,Cts Corp.,NYSE,Cts Corp. (CTS)
646,CTU,Qwest Corporation,NYSE,Qwest Corporation (CTU)
647,CTW,Qwest Corporation,NYSE,Qwest Corporation (CTW)
648,CTX,Qwest Corporation,NYSE,Qwest Corporation (CTX)
649,CTY,Qwest Corporation,NYSE,Qwest Corporation (CTY)
650,CTZ-A,Citizens Funding,NYSE,Citizens Funding (CTZ-A)
651,CUB,Cubic Corp.,NYSE,Cubic Corp. (CUB)
652,CUB-A,Cubesmart 7.75% Series A Cumula,NYSE,Cubesmart 7.75% Series A Cumula (CUB-A)
653,CUBE,Cubesmart  ,NYSE,Cubesmart   (CUBE)
654,CUK,Carnival Plc Ads,NYSE,Carnival Plc Ads (CUK)
655,CUZ,Cousins Properties Inc.,NYSE,Cousins Properties Inc. (CUZ)
656,CUZ-B,Cousins Pptys Pfd B,NYSE,Cousins Pptys Pfd B (CUZ-B)
657,CVA,Covanta Holding Corp.,NYSE,Covanta Holding Corp. (CVA)
658,CVB,Lehman Abs Corp.,NYSE,Lehman Abs Corp. (CVB)
659,CVC,Cablevision Systems Corp.,NYSE,Cablevision Systems Corp. (CVC)
660,CVD,Covance Inc.,NYSE,Covance Inc. (CVD)
661,CVE,Cenovus Energy Inc,NYSE,Cenovus Energy Inc (CVE)
662,CVG,Convergys Corp.,NYSE,Convergys Corp. (CVG)
663,CVI,Cvr Energy Inc.,NYSE,Cvr Energy Inc. (CVI)
664,CVO,Cenveo Inc,NYSE,Cenveo Inc (CVO)
665,CVRR,Cvr Refining Lp,NYSE,Cvr Refining Lp (CVRR)
666,CVS,Cvs Corp.,NYSE,Cvs Corp. (CVS)
667,CVT,Cvent Inc,NYSE,Cvent Inc (CVT)
668,CVX,Chevron Corp.,NYSE,Chevron Corp. (CVX)
669,CW,Curtiss-Wright Corp.,NYSE,Curtiss-Wright Corp. (CW)
670,CWH,Commonwealth REIT,NYSE,Commonwealth REIT (CWH)
671,CWH-D,Commonwealth REIT Pfd Conv Shs,NYSE,Commonwealth REIT Pfd Conv Shs (CWH-D)
672,CWH-E,Commonwealth REIT,NYSE,Commonwealth REIT (CWH-E)
673,CWHN,Commonwealth REIT,NYSE,Commonwealth REIT (CWHN)
674,CWHO,Commonwealth REIT,NYSE,Commonwealth REIT (CWHO)
675,CWHO,Commonwealth REIT,NYSE,Commonwealth REIT (CWHO)
676,CWT,California Water Service Group Holding,NYSE,California Water Service Group Holding (CWT)
677,CWZ,Lehman Abs Corp.,NYSE,Lehman Abs Corp. (CWZ)
678,CX,Cemex S.A.B. De C.V. Sponsored,NYSE,Cemex S.A.B. De C.V. Sponsored (CX)
679,CXE,Colonial High Income Muni Trust,NYSE,Colonial High Income Muni Trust (CXE)
680,CXH,Colonial Investment Grade Muni Trust,NYSE,Colonial Investment Grade Muni Trust (CXH)
681,CXO,Concho Resources Inc.,NYSE,Concho Resources Inc. (CXO)
682,CXW,Corrections Corporation Of America,NYSE,Corrections Corporation Of America (CXW)
683,CYD,China Yuchai International,NYSE,China Yuchai International (CYD)
684,CYE,Blackrock Corporate Yield Fund III,NYSE,Blackrock Corporate Yield Fund III (CYE)
685,CYH,Community Health Systems,NYSE,Community Health Systems (CYH)
686,CYN,City National Corp.,NYSE,City National Corp. (CYN)
687,CYN-C,City National Corporation,NYSE,City National Corporation (CYN-C)
688,CYNI,Cyan Inc. Common Stock,NYSE,Cyan Inc. Common Stock (CYNI)
689,CYS,Cys Investments Inc,NYSE,Cys Investments Inc (CYS)
690,CYS-A,Cys Investments Inc.,NYSE,Cys Investments Inc. (CYS-A)
691,CYS-B,Cys Investments Inc.,NYSE,Cys Investments Inc. (CYS-B)
692,CYT,Cytec Industries Inc.,NYSE,Cytec Industries Inc. (CYT)
693,CZZ,Cosan Limited,NYSE,Cosan Limited (CZZ)
